estado,municipio,juntas,income2020,calculo_ind,pob_tot,pob_ind,pob_no_ind,no_esp,por,por_ind,por_no_ind,por_no_esp,lat,lon,alt,pob,pob_male,pob_female,houses,ext,porcentaje_ext,densidad,localidades
21 Puebla,030 Coatepec,,24492.03194,c,735,733,2,0,1,0.997,0.003,0,20.060399,-97.73067667,1002.666667,772,372,400,224,12.25805451,0.000357277,62.97899878,2
21 Puebla,031 Coatzingo,,27540.91613,c,2669,642,2027,0,1,0.241,0.759,0,18.59626058,-98.16736058,1169.916667,2820,1359,1452,788,115.1302216,0.003355623,24.49400305,9
21 Puebla,032 Cohetzala,2,28649.46385,c,1312,875,437,0,1,0.667,0.333,0,18.2520855,-98.77219025,947.5,1382,719,663,418,240.6537015,0.00701417,5.742691642,4
21 Puebla,033 Cohuecan,4,25882.30175,c,5099,3535,1563,1,1,0.693,0.307,0,18.79404713,-98.71139513,1764,5403,2549,2854,1346,47.45913614,0.001383259,113.8453086,8
21 Puebla,034 Coronango,3,34108.77174,m,44196,9618,34563,15,1,0.218,0.782,0,19.13133041,-98.29145564,2188.5,46836,22973,23839,11231,36.73972535,0.001070828,1274.805393,21
21 Puebla,035 Coxcatlán,4,28977.41854,m,19562,12757,6761,44,1,0.652,0.346,0.002,18.26972339,-97.13277012,1397.77193,20653,9746,10849,5121,249.2882945,0.007265837,82.84785308,51
21 Puebla,036 Coyomeapan,2,20388.40361,c,13768,13569,194,5,1,0.986,0.014,0,18.27122546,-96.98571717,1956.5,14806,6943,7863,3501,228.7038722,0.006665877,64.73873773,45
21 Puebla,037 Coyotepec,2,33922.93443,c,2243,1569,673,1,1,0.7,0.3,0,18.4189456,-97.8300696,1886.6,2334,1099,1235,768,133.7424188,0.0038981,17.45145647,4
21 Puebla,038 Cuapiaxtla de Madero,2,32255.74013,m,9793,444,9327,22,1,0.045,0.952,0.002,18.91772669,-97.82254413,2056.1875,10542,5161,5313,2365,23.30058905,0.000679126,452.4349139,15
21 Puebla,039 Cuautempan,3,25292.48214,m,9241,8769,446,26,1,0.949,0.048,0.003,19.91568871,-97.79100653,1599.529412,9837,4659,5178,2860,61.3414378,0.001787877,160.3646793,17
21 Puebla,040 Cuautinchán,2,30345.81585,m,11585,2182,9400,3,1,0.188,0.811,0,18.94871607,-98.05346359,2146.347826,12340,6084,6219,2914,160.2784016,0.004671526,76.99103484,41
21 Puebla,041 Cuautlancingo,3,52737.82566,m,130992,22094,108848,50,1,0.169,0.831,0,19.11407087,-98.26562026,2174,137435,66946,70478,41184,38.14576984,0.001111809,3602.889667,23
21 Puebla,042 Cuayuca de Andrade,1,28450.58502,c,3111,1000,2111,0,1,0.321,0.679,0,18.44389207,-98.192005,1234.966667,3315,1625,1684,951,198.8514061,0.005795787,16.67073955,27
21 Puebla,043 Cuetzalan del Progreso,8,26891.57175,m,47017,39661,7243,113,1,0.844,0.154,0.002,20.0393301,-97.49329384,673.9885057,49864,24106,25677,12640,181.6916842,0.005295644,274.4429401,159
21 Puebla,044 Cuyoaco,3,31624.8024,m,16225,6149,10056,20,1,0.379,0.62,0.001,19.60456058,-97.59160373,2474.479167,17139,8195,8885,4107,301.3252776,0.008782524,56.87873296,35
21 Puebla,060 Domingo Arenas,,26301.49281,m,7435,3419,4011,5,1,0.46,0.539,0.001,19.13246423,-98.44029885,2367.769231,7982,3824,4141,1857,16.10747683,0.000469474,495.5462661,13
21 Puebla,061 Eloxochitlán,1,19414.42631,c,13464,13297,166,1,1,0.988,0.012,0,18.50920324,-96.92332476,1134.26087,14461,7067,7386,3370,99.57325078,0.002902194,145.2297669,46
21 Puebla,062 Epatlán,2,30906.72351,c,4618,2144,2474,0,1,0.464,0.536,0,18.62065382,-98.37906841,1331.058824,4943,2412,2515,1330,52.14849624,0.001519937,94.78700934,16
21 Puebla,063 Esperanza,2,33557.2521,m,13770,1625,12027,118,1,0.118,0.873,0.009,18.864678,-97.37233862,2456.571429,14766,7084,7668,3698,79.26981872,0.002310424,186.2751831,19
21 Puebla,064 Francisco Z. Mena,1,26650.70869,m,16866,10678,6165,23,1,0.633,0.366,0.001,20.72608888,-97.81888273,190.3309859,17824,8792,8890,5097,428.657265,0.012493783,41.58100528,82
21 Puebla,065 General Felipe Ángeles,3,25669.69411,m,21090,2397,18671,22,1,0.114,0.885,0.001,19.008238,-97.68407804,2230.565217,22694,10969,11699,5304,91.52116015,0.002667505,247.964514,20
21 Puebla,066 Guadalupe,1,29996.60337,m,6110,812,5285,13,1,0.133,0.865,0.002,18.06535,-98.14681925,1109.464286,6451,3005,3432,1857,155.00491,0.004517823,41.61803649,25
21 Puebla,067 Guadalupe Victoria,3,29479.70039,m,17671,4289,13379,3,1,0.243,0.757,0,19.32494832,-97.37135488,2392.683333,18784,9176,9546,4682,228.0859489,0.006647867,82.35491966,32
21 Puebla,068 Hermenegildo Galeana,3,22983.33679,m,6644,6214,422,8,1,0.935,0.064,0.001,20.11145488,-97.73449696,662.8076923,7011,3378,3633,1996,50.50204495,0.001471949,138.8260615,24
21 Puebla,057 Honey,4,19634.92732,m,6271,2634,3613,24,1,0.42,0.576,0.004,20.25431917,-98.23051683,2045.416667,6687,3205,3482,1683,63.74645945,0.001857975,104.8999436,12
21 Puebla,069 Huaquechula,10,30494.59767,m,27122,7463,19654,5,1,0.275,0.725,0,18.7806288,-98.50116058,1602.966667,29233,13785,15424,7249,231.3608515,0.006743318,126.352405,52
21 Puebla,070 Huatlatlauca,5,27042.20534,m,5840,4996,836,8,1,0.855,0.143,0.001,18.69208377,-98.03769996,1601.807692,6111,2780,3319,1773,168.4104422,0.004908545,36.28634853,23
21 Puebla,071 Huauchinango,26,33517.80298,m,98098,50338,47318,442,1,0.513,0.482,0.005,20.17640097,-98.04697063,1624.641026,103946,48801,55119,27579,250.9515875,0.007314316,414.2073817,77
21 Puebla,072 Huehuetla,1,23310.01897,c,16215,15835,365,15,1,0.977,0.023,0.001,20.10345786,-97.62533829,634.1428571,17082,8373,8709,3923,47.60728505,0.001387577,358.8106312,14
21 Puebla,073 Huehuetlán el Chico,2,29962.94114,m,9168,988,8153,27,1,0.108,0.889,0.003,18.38222138,-98.71163038,951.8125,9760,4781,4958,2564,138.0917301,0.004024866,70.67765747,20
21 Puebla,150 Huehuetlán el Grande,7,25267.4907,m,5742,2093,3643,6,1,0.365,0.634,0.001,18.74503967,-98.15683856,1441.055556,6105,2946,3159,1712,180.3554458,0.005256698,33.84982345,16
21 Puebla,074 Huejotzingo,8,40613.94634,m,85887,31550,54278,59,1,0.367,0.632,0.001,19.17588413,-98.41544968,2309.882353,90782,44052,46701,22599,172.9500971,0.005040859,524.9722407,56
21 Puebla,075 Hueyapan,,24966.97969,m,12219,11813,394,12,1,0.967,0.032,0.001,19.91442604,-97.4127407,1339.304348,13080,6258,6821,3288,74.80540261,0.002180302,174.8536809,21
21 Puebla,076 Hueytamalco,1,28893.28401,m,26064,14264,11753,47,1,0.547,0.451,0.002,20.03193687,-97.31011435,514.5260116,27600,13528,13940,7568,319.1144554,0.009301013,86.48934429,149
21 Puebla,077 Hueytlalpan,1,21095.2278,c,5599,5297,302,0,1,0.946,0.054,0,20.04300019,-97.67497796,837.2222222,5951,2913,3013,1439,42.13014143,0.001227939,141.2527895,27
21 Puebla,078 Huitzilan de Serdán,1,22121.57202,m,14790,14464,298,28,1,0.978,0.02,0.002,19.94358008,-97.70435477,1092.153846,15928,8092,7836,3925,69.57622026,0.002027891,228.9287912,26
21 Puebla,079 Huitziltepec,2,30304.03337,m,5471,2399,3054,18,1,0.438,0.558,0.003,18.79602111,-97.88337222,1935.111111,5782,2794,2981,1574,50.56924552,0.001473908,114.3382691,6
21 Puebla,081 Ixcamilpa de Guerrero,2,25193.46062,c,3823,1740,2082,1,1,0.455,0.545,0,18.01136124,-98.70721712,979.7647059,4065,1939,2113,1101,308.3010025,0.00898584,13.18516634,13
21 Puebla,082 Ixcaquixtla,2,35522.52045,m,8298,1600,6698,0,1,0.193,0.807,0,18.4724883,-97.844622,1866.333333,8804,4190,4610,2426,106.7480142,0.003111312,82.47460218,12
21 Puebla,083 Ixtacamaxtitlán,8,25139.6437,m,23951,10646,13250,55,1,0.444,0.553,0.002,19.6153737,-97.87363362,2692.323308,25319,12471,12817,6427,561.7190866,0.016372045,45.07413155,127
21 Puebla,084 Ixtepec,1,21175.48944,m,6541,6483,58,0,1,0.991,0.009,0,20.03922109,-97.64273882,828.7272727,6950,3370,3580,1735,19.64869271,0.000572687,353.7130995,11
21 Puebla,085 Izúcar de Matamoros,10,38466.47152,m,77995,18523,59249,223,1,0.237,0.76,0.003,18.5490947,-98.45711888,1258.139535,82809,39498,43198,21681,537.045215,0.015652893,154.1937209,70
21 Puebla,086 Jalpan,3,26210.54667,m,11444,8451,2944,49,1,0.738,0.257,0.004,20.44399327,-97.85700689,438.040404,12050,5670,6285,3323,205.9170516,0.006001725,58.51870889,75
21 Puebla,087 Jolalpan,5,24448.9281,m,12599,5725,6849,25,1,0.454,0.544,0.002,18.32731967,-98.90077295,1078.9,13308,6413,6884,3395,601.4077987,0.017528825,22.1280802,30
21 Puebla,088 Jonotla,2,24052.0573,c,4224,3948,276,0,1,0.935,0.065,0,20.08018484,-97.51410674,449.1052632,4457,2170,2282,1292,29.99118197,0.000874133,148.6103484,18
21 Puebla,089 Jopala,5,20143.08823,m,11411,10384,1000,27,1,0.91,0.088,0.002,20.21743247,-97.78565113,550.53125,12131,5796,6303,3188,170.3425868,0.00496486,71.21530928,29
21 Puebla,090 Juan C. Bonilla,3,34380.15909,m,22540,3666,18725,149,1,0.163,0.831,0.007,19.121139,-98.34092093,2194.571429,23783,11475,12308,5857,22.2959267,0.000649844,1066.697084,14
21 Puebla,091 Juan Galindo,2,31295.46896,m,9309,5093,4205,11,1,0.547,0.452,0.001,20.22003236,-97.98971355,1312,9828,4557,5267,2803,22.98013296,0.000669786,427.6737657,11
21 Puebla,092 Juan N. Méndez,3,25346.35772,m,5008,1938,3067,3,1,0.387,0.612,0.001,18.52394531,-97.74874681,2012.125,5293,2550,2735,1477,225.0868291,0.006560453,23.5153697,11
21 Puebla,095 La Magdalena Tlatlauquitepec,,24936.99343,c,612,440,172,0,1,0.719,0.281,0,18.761288,-98.1016955,1621.5,650,322,325,169,11.24565637,0.00032777,57.80009442,2
21 Puebla,093 Lafragua,3,25035.99635,m,7232,3177,4021,34,1,0.439,0.556,0.005,19.30676215,-97.29721074,2775,7650,3700,3932,1945,180.3418221,0.005256301,42.41944498,18
21 Puebla,094 Libres,1,33086.11119,m,35105,11696,23248,161,1,0.333,0.662,0.005,19.47375259,-97.66752775,2430.125,37257,18051,19130,8982,274.1412022,0.007990208,135.9044161,60
21 Puebla,118 Los Reyes de Juárez,6,28983.32324,m,27904,7216,20641,47,1,0.259,0.74,0.002,18.96467706,-97.82573847,2165.352941,30021,14596,15409,6511,30.77302203,0.00089692,975.5622951,15
21 Puebla,096 Mazapiltepec de Juárez,,29052.34822,c,2999,548,2451,0,1,0.183,0.817,0,19.12768322,-97.680092,2361.481481,3176,1539,1598,771,55.44968308,0.001616154,57.27715333,19
21 Puebla,097 Mixtla,1,31916.6488,c,2506,589,1917,0,1,0.235,0.765,0,18.91024967,-97.89732833,2097.333333,2668,1270,1398,621,9.50630743,0.000277074,280.6557667,3
21 Puebla,098 Molcaxac,4,30292.19407,m,6277,1639,4624,14,1,0.261,0.737,0.002,18.70691624,-97.89464947,1833,6668,3168,3491,1833,156.6552507,0.004565924,42.56480373,11
21 Puebla,100 Naupan,8,20060.67055,m,8833,8498,290,45,1,0.962,0.033,0.005,20.23251119,-98.10640919,1628.6875,9310,4315,4986,2366,61.094742,0.001780687,152.3862725,16
21 Puebla,101 Nauzontla,1,26179.81524,c,3170,2883,287,0,1,0.909,0.091,0,19.9655561,-97.59015,1426.4,3317,1538,1771,986,27.62053801,0.000805037,120.0917954,10
21 Puebla,102 Nealtican,,30496.42635,m,13188,8342,4830,16,1,0.633,0.366,0.001,19.06055217,-98.453849,2337.333333,14075,6808,7256,3141,18.87920889,0.00055026,745.5291205,6
21 Puebla,103 Nicolás Bravo,1,26977.77742,m,6248,3212,3016,20,1,0.514,0.483,0.003,18.61978538,-97.33257293,2493.344828,6644,3201,3387,1578,108.4033266,0.003159558,61.28963204,23
21 Puebla,104 Nopalucan,2,35852.05497,m,30808,4295,26373,140,1,0.139,0.856,0.005,19.20104986,-97.8239703,2428.392857,32772,15861,16851,7230,167.4997397,0.004882001,195.6540353,40
21 Puebla,105 Ocotepec,,29692.36921,c,4832,2334,2495,3,1,0.483,0.516,0.001,19.55021194,-97.65607535,2520.117647,5077,2433,2644,1354,67.17275322,0.001957839,75.58124026,16
21 Puebla,106 Ocoyucan,5,35950.63854,m,40046,10968,29066,12,1,0.274,0.726,0,18.95446883,-98.31673903,2089.571429,42669,20407,22235,10747,119.7858467,0.003491317,356.2106975,35
21 Puebla,107 Olintla,4,19724.27267,c,11224,11066,158,0,1,0.986,0.014,0,20.11872706,-97.66752444,619.40625,11993,5830,6154,2780,63.04324287,0.001837479,190.2345034,29
21 Puebla,108 Oriental,,33266.6184,m,18752,3513,15160,79,1,0.187,0.808,0.004,19.34841755,-97.5881334,2355.076923,19903,9616,10168,4719,239.5831,0.006982966,83.0734722,45
21 Puebla,109 Pahuatlán,10,24333.30164,m,19050,12819,6126,105,1,0.673,0.322,0.006,20.29092409,-98.14505237,1240.342857,20274,9674,10600,5352,98.45594161,0.002869629,205.9195176,33
21 Puebla,110 Palmar de Bravo,6,35352.93391,m,46643,4574,42062,7,1,0.098,0.902,0,18.83919176,-97.53431243,2240.833333,50226,24559,25610,12072,362.2572944,0.010558468,138.6473117,72
21 Puebla,111 Pantepec,1,22786.81583,m,17539,14140,3375,24,1,0.806,0.192,0.001,20.55111462,-97.87528461,266.1444444,18528,8850,9572,5229,220.3022947,0.006421002,84.1026192,79
21 Puebla,112 Petlalcingo,3,29697.08577,m,8819,1559,7256,4,1,0.177,0.823,0,18.06863793,-97.92142343,1410.142857,9350,4476,4857,2586,232.8581469,0.006786959,40.1532011,25
21 Puebla,113 Piaxtla,3,34627.32177,c,4388,1098,3290,0,1,0.25,0.75,0,18.10693572,-98.28719438,1065.586207,4627,2251,2358,1414,221.1848571,0.006446725,20.91915361,23
21 Puebla,114 Puebla,17,52694.49163,m,1612573,276108,1328793,7672,1,0.171,0.824,0.005,19.01134176,-98.158985,2259.364865,1692181,809460,882675,477771,535.2988568,0.015601993,3161.189266,130
21 Puebla,115 Quecholac,6,27944.42376,m,54018,2397,51386,235,1,0.044,0.951,0.004,18.9411488,-97.65592741,2178.338028,57992,28308,29559,13493,186.8331666,0.0054455,310.3945678,62
21 Puebla,116 Quimixtlán,3,20436.29215,m,21272,10242,10977,53,1,0.481,0.516,0.002,19.25562897,-97.11067686,1976.142857,22855,11102,11753,4788,167.1272976,0.004871146,136.7520466,59
21 Puebla,117 Rafael Lara Grajales,1,35165.58726,m,15028,1865,13127,36,1,0.124,0.874,0.002,19.2440575,-97.817032,2387.5,15952,7625,8327,3711,4.11287659,0.000119875,3878.550608,2
21 Puebla,119 San Andrés Cholula,6,57398.57156,m,147934,51947,95593,394,1,0.351,0.646,0.003,19.02448576,-98.30537506,2127.882353,154448,74272,80176,44827,63.21807867,0.001842574,2443.098608,16
21 Puebla,120 San Antonio Cañada,1,23505.87387,c,5568,4726,842,0,1,0.849,0.151,0,18.49209655,-97.27753264,2029.090909,5938,2791,3147,1381,80.04153591,0.002332916,74.18648246,10
21 Puebla,121 San Diego la Mesa Tochimiltzingo,2,23047.79928,c,1198,696,501,1,1,0.581,0.418,0.001,18.7922834,-98.3159702,1754,1270,626,644,364,133.0196913,0.003877035,9.547458633,5
21 Puebla,122 San Felipe Teotlalcingo,1,28898.79408,m,10525,1763,8754,8,1,0.168,0.832,0.001,19.23319042,-98.51438383,2486.75,11063,5343,5707,2634,39.38786612,0.001148011,280.8733016,9
21 Puebla,123 San Felipe Tepatlán,2,21486.00264,c,3592,3418,173,1,1,0.952,0.048,0,20.11116731,-97.78961508,715.6153846,3793,1829,1964,1073,45.15082413,0.00131598,84.00732596,11
21 Puebla,124 San Gabriel Chilac,1,31471.6558,m,15022,12439,2566,17,1,0.828,0.171,0.001,18.324665,-97.351339,1277.166667,15954,7569,8385,3897,109.275728,0.003184986,145.9976547,6
21 Puebla,125 San Gregorio Atzompa,1,48760.98403,m,9199,1100,8082,17,1,0.12,0.879,0.002,19.009452,-98.34911667,2149.333333,9671,4682,4989,2488,11.78905445,0.000343608,820.3372069,6
21 Puebla,126 San Jerónimo Tecuanipan,2,29394.34072,m,6211,2430,3767,14,1,0.391,0.607,0.002,19.02733254,-98.39362062,2168.076923,6597,3115,3472,1460,39.83146071,0.001160941,165.6228489,13
21 Puebla,127 San Jerónimo Xayacatlán,1,33954.17164,c,3432,3184,242,6,1,0.928,0.071,0.002,18.20516038,-97.91937648,1378.47619,3606,1725,1863,1158,142.9932292,0.004167727,25.21797724,18
21 Puebla,128 San José Chiapa,1,38591.49844,m,9862,1667,8159,36,1,0.169,0.827,0.004,19.25339261,-97.73651129,2364.040816,10443,5075,5308,2503,177.0159948,0.005159365,58.99466888,29
21 Puebla,129 San José Miahuatlán,4,24903.79111,m,13353,12919,428,6,1,0.967,0.032,0,18.267806,-97.26766027,1073.454545,14018,6720,7298,3531,335.3237803,0.009773455,41.80437185,8
21 Puebla,130 San Juan Atenco,,29778.6562,c,3411,681,2730,0,1,0.2,0.8,0,19.04967527,-97.54723964,2438.727273,3604,1658,1943,964,96.25334995,0.002805431,37.44285266,9
21 Puebla,131 San Juan Atzompa,,31780.6096,c,926,627,299,0,1,0.677,0.323,0,18.741536,-98.01030825,1712.75,975,507,466,273,24.74411596,0.0007212,39.4033071,2
21 Puebla,132 San Martín Texmelucan,11,38042.25924,m,147884,31528,115693,663,1,0.213,0.782,0.004,19.26902376,-98.4281534,2267.14,155738,74915,80802,38321,89.56710855,0.002610552,1738.785616,45
21 Puebla,133 San Martín Totoltepec,,23001.63314,c,652,389,263,0,1,0.597,0.403,0,18.648936,-98.35067067,1342,692,358,334,194,7.20822814,0.000210093,96.00140098,2
21 Puebla,134 San Matías Tlalancaleca,3,29892.10445,m,19746,1471,18205,70,1,0.074,0.922,0.004,19.33811392,-98.51150578,2410.138889,20974,10198,10742,5150,50.72698604,0.001478505,413.4682866,27
21 Puebla,135 San Miguel Ixitlán,,30004.90432,c,507,2,504,1,1,0.004,0.994,0.002,18.01060614,-97.76257457,1782.714286,526,245,262,180,72.7822155,0.002121334,7.227040238,4
21 Puebla,136 San Miguel Xoxtla,,37650.70897,m,11875,2330,9519,26,1,0.196,0.802,0.002,19.17330625,-98.303567,2187.5,12461,6088,6371,2844,8.31943226,0.000242481,1497.818554,4
21 Puebla,137 San Nicolás Buenos Aires,1,27274.45208,m,9745,2582,7136,27,1,0.265,0.732,0.003,19.22375951,-97.52034759,2386.102564,10464,5105,5323,2464,210.4269167,0.006133171,49.72747861,20
21 Puebla,138 San Nicolás de los Ranchos,2,28035.16177,m,11112,3658,7415,39,1,0.329,0.667,0.004,19.08448822,-98.52427606,2710.722222,11780,5729,6037,2633,162.152207,0.00472614,72.64779318,10
